Protein,Protein ID,Entry Name,Gene,Length,Organism,Protein Description,Protein Existence,Protein Probability,Top Peptide Probability,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins,MCF_ctrl_1,MCF_ctrl_2,MCF_ctrl_3,MCF_ctrl_4,MCF_KD_1,MCF_KD_2,MCF_KD_3,MCF_KD_4,MDA_ctrl_1,MDA_ctrl_2,MDA_ctrl_3,MDA_ctrl_4,MDA_KD_1,MDA_KD_2,MDA_KD_3,MDA_KD_4
sp|Q15024|EXOS7_HUMAN,Q15024,EXOS7_HUMAN,EXOSC7,291,Homo sapiens OX=9606,Exosome complex component RRP42 ,1:Experimental evidence at protein level,1,0.999,3,3,3,5,5,5,39238889,39238889,39238889,"11K(304.2071), 7K(304.2071), N-term(304.2071)",,,192589.3876,141291.8385,156007.8497,116500.7535,192261.0342,248546.6268,197798.9954,200802.7001,318351.3695,238716.048,228940.889,288547.2909,383134.7959,302155.7408,291479.7649,321103.7469
sp|Q15025|TNIP1_HUMAN,Q15025,TNIP1_HUMAN,TNIP1,636,Homo sapiens OX=9606,TNFAIP3-interacting protein 1 ,1:Experimental evidence at protein level,1,0.999,5,5,5,7,7,7,49825602,49825602,49825602,"10K(304.2071), 12K(304.2071), 18K(304.2071), 2K(304.2071), 8K(304.2071), N-term(304.2071)",,,234776.9861,190887.0202,215992.1648,163373.0926,264141.6556,353869.6157,264619.902,290338.6452,569514.2769,472404.577,468907.3431,545997.4519,735244.3926,611444.1398,653399.143,762672.2067
sp|Q15029|U5S1_HUMAN,Q15029,U5S1_HUMAN,EFTUD2,972,Homo sapiens OX=9606,116 kDa U5 small nuclear ribonucleoprotein component ,1:Experimental evidence at protein level,1,0.999,29,29,29,86,86,86,1783880192,562156856,562156856,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 15K(304.2071), 16K(304.2071), 18K(304.2071), 1K(304.2071), 2C(57.0214), 3M(15.9949), 6C(57.0214), 6M(15.9949), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9M(15.9949), N-term(304.2071)",,,6240424.405,4982485.468,6001055.772,3785738.531,6332355.197,9370438.35,8288658.473,7924796.556,8831951.459,7046372.611,6642681.982,8345116.056,10041146.99,8511386.255,8127280.587,9817036.194
sp|Q15031|SYLM_HUMAN,Q15031,SYLM_HUMAN,LARS2,903,Homo sapiens OX=9606,"Leucine--tRNA ligase, mitochondrial ",1:Experimental evidence at protein level,1,0.999,19,19,19,28,28,28,140134244,140134244,140134244,"10K(304.2071), 14K(304.2071), 16K(304.2071), 24C(57.0214), 2K(304.2071), 2M(15.9949), 4K(304.2071), 5M(15.9949), 6C(57.0214), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,1155386.319,936337.7102,1052690.014,746821.3725,1335617.851,1741631.915,1412539.427,1457384.734,1953120.44,1511651.934,1470304.155,1844253.88,2226889.433,1926438.687,1907208.374,2131688.508
sp|Q15032|R3HD1_HUMAN,Q15032,R3HD1_HUMAN,R3HDM1,1099,Homo sapiens OX=9606,R3H domain-containing protein 1 ,1:Experimental evidence at protein level,1,0.9989,3,3,3,5,5,5,17741246,17741246,17741246,"17K(304.2071), 7K(304.2071), 8C(57.0214), N-term(304.2071)",,,272018.575,186544.8905,213985.1335,134977.8718,342051.2833,540368.9565,511526.3502,419820.9811,638161.8651,473005.1535,505440.519,527174.8277,626648.2529,567418.5966,537195.1187,697301.6011
sp|Q15036|SNX17_HUMAN,Q15036,SNX17_HUMAN,SNX17,470,Homo sapiens OX=9606,Sorting nexin-17 ,1:Experimental evidence at protein level,1,0.999,13,13,13,20,20,20,99765997,99765997,99765997,"11K(304.2071), 1K(304.2071), 24K(304.2071), 9M(15.9949), N-term(304.2071)",,,1414088.084,1149628.926,1308866.444,834687.7931,1653042.202,2214924.142,1920112.823,1763842.287,1685409.988,1414896.908,1264624.976,1592357.556,2030439.85,1716451.595,1688982.005,1945622.973
sp|Q15041|AR6P1_HUMAN,Q15041,AR6P1_HUMAN,ARL6IP1,203,Homo sapiens OX=9606,ADP-ribosylation factor-like protein 6-interacting protein 1 ,1:Experimental evidence at protein level,1,0.999,3,3,3,6,6,6,92129162,92129162,92129162,"10K(304.2071), 5C(57.0214), 5K(304.2071), 8K(304.2071), N-term(304.2071)",,,1094034.682,778995.658,737760.0652,454352.7849,944611.2681,1377850.887,1338195.159,1001418.567,1226307.707,767925.622,698207.2807,846742.8962,1225653.453,997754.6465,1101781.258,1179321.505
sp|Q15042|RB3GP_HUMAN,Q15042,RB3GP_HUMAN,RAB3GAP1,981,Homo sapiens OX=9606,Rab3 GTPase-activating protein catalytic subunit ,1:Experimental evidence at protein level,1,0.999,20,20,20,34,34,34,86355904,86355904,86355904,"10K(304.2071), 11K(304.2071), 12K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 19K(304.2071), 1K(304.2071), 2K(304.2071), 5M(15.9949), 6C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1709144.896,1328369.72,1576261.333,1079965.888,1882220.656,2541365.581,2187684.925,2074935.239,2764923.329,2008893.947,1869979.785,2411490.44,3141122.217,2733523.277,2654833.068,2957008.536
sp|Q15043|S39AE_HUMAN,Q15043,S39AE_HUMAN,SLC39A14,492,Homo sapiens OX=9606,Metal cation symporter ZIP14 ,1:Experimental evidence at protein level,1,0.999,2,2,2,3,3,3,27459021,27459021,27459021,"13K(304.2071), N-term(304.2071)",,,233027.2019,160663.4997,213613.4738,167688.9849,266230.8085,333732.5986,264080.8701,255332.2879,355756.8333,298575.089,260522.3156,361593.0902,400399.2422,316531.0469,347799.0188,402062.862
sp|Q15046|SYK_HUMAN,Q15046,SYK_HUMAN,KARS1,597,Homo sapiens OX=9606,Lysine--tRNA ligase ,1:Experimental evidence at protein level,1,0.999,27,26,27,83,82,83,554360576,534823232,554360576,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 16K(304.2071), 1K(304.2071), 2K(304.2071), 32K(304.2071), 3C(57.0214), 3K(304.2071), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,7150560.719,5675651.39,6416122.062,4093420.881,8600631.54,12546633.9,10972701.59,10167579.51,8195937.596,6177680.294,5808164.467,7331674.368,8241239.794,7656388.779,6629076.122,7725615.432
sp|Q15047|SETB1_HUMAN,Q15047,SETB1_HUMAN,SETDB1,1291,Homo sapiens OX=9606,Histone-lysine N-methyltransferase SETDB1 ,1:Experimental evidence at protein level,1,0.999,8,8,8,12,12,12,32539332,32539332,32539332,"10K(304.2071), 11C(57.0214), 12K(304.2071), 13K(304.2071), 15K(304.2071), 4C(57.0214), 5C(57.0214), 6C(57.0214), 6M(15.9949), 9K(304.2071), N-term(304.2071)",,,491550.4037,410243.8765,433002.8176,311015.58,533604.0125,751402.6958,466576.1402,544911.3722,525478.0154,416822.6225,384606.3531,502628.8645,601444.4004,499678.4028,506277.0155,551202.8439
sp|Q15048|LRC14_HUMAN,Q15048,LRC14_HUMAN,LRRC14,493,Homo sapiens OX=9606,Leucine-rich repeat-containing protein 14 ,1:Experimental evidence at protein level,1,0.999,4,4,4,5,5,5,5752965,5752965,5752965,"10C(57.0214), 5C(57.0214), N-term(304.2071)",,,127105.6337,101481.4876,110647.9,89875.2132,123246.7413,157784.0039,116477.3552,140135.0099,191379.6946,148523.6009,139267.0376,188942.7199,222682.0098,192623.7981,189432.247,211571.4633
sp|Q15050|RRS1_HUMAN,Q15050,RRS1_HUMAN,RRS1,365,Homo sapiens OX=9606,Ribosome biogenesis regulatory protein homolog ,1:Experimental evidence at protein level,1,0.999,7,7,7,13,13,13,109020428,109020428,109020428,"11K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 1K(304.2071), N-term(304.2071), N-term(42.0106)",,,1372571.449,954362.5036,1357869.523,946964.5476,1292274.081,1996493.833,1676448.9,1627483.05,1883774.304,1728345.99,1483785.296,1886569.639,2022000.131,1766419.289,1702682.111,2134317.361
sp|Q15054|DPOD3_HUMAN,Q15054,DPOD3_HUMAN,POLD3,466,Homo sapiens OX=9606,DNA polymerase delta subunit 3 ,1:Experimental evidence at protein level,1,0.999,10,10,10,18,18,18,91958068,91958068,91958068,"10K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 2K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1082152.188,880478.6168,968519.469,645348.4571,1075156.289,1440042.892,1019991.285,1181598.939,1254121.547,1075405.215,974882.8857,1276479.601,1611670.458,1333494.943,1338439.078,1501798.914
sp|Q15056|IF4H_HUMAN,Q15056,IF4H_HUMAN,EIF4H,248,Homo sapiens OX=9606,Eukaryotic translation initiation factor 4H ,1:Experimental evidence at protein level,1,0.999,8,8,8,12,12,12,485171558,485171558,485171558,"14K(304.2071), 3C(57.0214), 8K(304.2071), N-term(304.2071)",,,622654.0868,538393.1363,611579.3662,423303.7785,777253.8208,997160.8595,839624.2669,951899.9878,1164729.564,859799.4042,937334.9624,1185775.649,1493490.418,1295797.07,1254762.127,1414377.315
sp|Q15057|ACAP2_HUMAN,Q15057,ACAP2_HUMAN,ACAP2,778,Homo sapiens OX=9606,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 ",1:Experimental evidence at protein level,1,0.999,12,12,12,18,18,18,54986041,54986041,54986041,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 18K(304.2071), 2K(304.2071), 3C(57.0214), 5K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,1162612.948,898400.4267,1027725.1,743214.8134,1302231.121,1673737.758,1337467.471,1376320.122,1617395.311,1208523.183,1244837.361,1506006.256,2093082.318,1798246.802,1775219.372,1963791.661
sp|Q15058|KIF14_HUMAN,Q15058,KIF14_HUMAN,KIF14,1648,Homo sapiens OX=9606,Kinesin-like protein KIF14 ,1:Experimental evidence at protein level,1,0.999,14,14,14,18,18,18,28121764,28121764,28121764,"10K(304.2071), 11K(304.2071), 14K(304.2071), 16K(304.2071), 18K(304.2071), 3M(15.9949), 4M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,570964.5517,471336.9624,517960.263,346865.783,567952.7314,791939.741,609935.9634,649108.9868,885433.5685,734907.9476,693721.0669,897571.7561,1072559.316,920950.4619,911053.0192,1037588.022
sp|Q15059|BRD3_HUMAN,Q15059,BRD3_HUMAN,BRD3,726,Homo sapiens OX=9606,Bromodomain-containing protein 3 ,1:Experimental evidence at protein level,1,0.999,5,5,5,9,9,9,27430145,9251857,9251857,"12K(304.2071), 17K(304.2071), 1K(304.2071), 2C(57.0214), 2K(304.2071), 9K(304.2071), N-term(304.2071)",,,152255.2822,132350.3151,131490.0551,93561.7443,159427.5644,226084.8503,193328.3011,195671.3006,258948.7543,171428.7216,182848.2634,233684.1405,320351.2578,244047.4404,253321.7727,269812.3467
sp|Q15061|WDR43_HUMAN,Q15061,WDR43_HUMAN,WDR43,677,Homo sapiens OX=9606,WD repeat-containing protein 43 ,1:Experimental evidence at protein level,1,0.999,10,10,10,19,19,19,146289996,146289996,146289996,"10K(304.2071), 12C(57.0214), 15C(57.0214), 16K(304.2071), 18K(304.2071), 1K(304.2071), 2K(304.2071), 4M(15.9949), 5C(57.0214), 7C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,1626200.699,1083743.949,1408129.889,1135543.99,1521047.895,2273657.551,2076066.176,1868792.731,3195093.321,2495388.009,2374557.896,2890430.957,3218438.463,2694382.661,2771058.644,3341715.716
sp|Q15067|ACOX1_HUMAN,Q15067,ACOX1_HUMAN,ACOX1,660,Homo sapiens OX=9606,Peroxisomal acyl-coenzyme A oxidase 1 ,1:Experimental evidence at protein level,1,0.999,10,10,10,19,19,19,34795266,34795266,34795266,"12K(304.2071), 14K(304.2071), 17K(304.2071), 1K(304.2071), 20K(304.2071), 2K(304.2071), 5K(304.2071), 5M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,954227.485,813349.2407,932020.1331,573264.9444,1128289.002,1580625.839,1295733.464,1284138.834,1293591.718,1002768.859,889282.219,1177444.857,1433120.08,1292981.779,1142768.224,1363539.905
sp|Q15070|OXA1L_HUMAN,Q15070,OXA1L_HUMAN,OXA1L,435,Homo sapiens OX=9606,Mitochondrial inner membrane protein OXA1L ,1:Experimental evidence at protein level,1,0.999,7,7,7,21,21,21,158217776,158217776,158217776,"10K(304.2071), 1C(57.0214), 5M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,1672999.635,1370590.184,1585448.396,1034845.262,1732787.691,2427828.446,1896612.456,1952828.45,2359893.397,1853759.63,1794666.74,2181597.954,2565105.486,2200174.704,2151436.468,2526069.713
sp|Q15075|EEA1_HUMAN,Q15075,EEA1_HUMAN,EEA1,1411,Homo sapiens OX=9606,Early endosome antigen 1 ,1:Experimental evidence at protein level,1,0.999,62,61,62,135,134,135,222971460,222971460,222971460,"10C(57.0214), 10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 12M(15.9949), 13C(57.0214), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 1K(304.2071), 2K(304.2071), 2M(15.9949), 4K(304.2071), 4M(15.9949), 5K(304.2071), 6K(304.2071), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,8732825.546,7644063.801,7897074.871,5518369.139,9526087.376,13005360.69,9589569.708,10794143.04,13206558.76,10469510.47,10132662.57,13342895.36,18538972.74,15627073.36,14118622.82,17037958.71
sp|Q15084|PDIA6_HUMAN,Q15084,PDIA6_HUMAN,PDIA6,440,Homo sapiens OX=9606,Protein disulfide-isomerase A6 ,1:Experimental evidence at protein level,1,0.999,13,13,13,61,61,61,1277657968,1277657968,1277657968,"10K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 18K(304.2071), 1K(304.2071), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,9342016.445,7234153.773,7302387.756,4949745.742,10055847.04,13850307.82,10126264.9,9662441.649,8597688.992,5899202.07,5589946.86,7104562.506,10327630.21,8728216.047,8019298.505,9118042.677
sp|Q15102|PA1B3_HUMAN,Q15102,PA1B3_HUMAN,PAFAH1B3,231,Homo sapiens OX=9606,Platelet-activating factor acetylhydrolase IB subunit alpha1 ,1:Experimental evidence at protein level,1,0.999,7,7,7,16,16,16,411732800,411732800,411732800,"12K(304.2071), 7C(57.0214), N-term(304.2071)",,,2657852.631,1612300.279,2870745.95,1406363.976,2775686.705,3775035.903,3607508.516,3822192.845,2889067.738,1923878.983,1812528.669,2406401.644,3147029.286,2517935.801,2461901.237,2459007.526
sp|Q15119|PDK2_HUMAN,Q15119,PDK2_HUMAN,PDK2,407,Homo sapiens OX=9606,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial ",1:Experimental evidence at protein level,1,0.999,3,3,3,5,5,5,22075587,22075587,22075587,"11C(57.0214), 13K(304.2071), 16K(304.2071), N-term(304.2071)",,,163946.4699,146718.0082,138271.1042,117958.2804,173408.2905,212503.5508,152158.8595,187666.6018,190174.7978,160269.413,167685.0984,217147.9256,272402.8223,227307.8995,241900.1732,255081.5674
sp|Q15120|PDK3_HUMAN,Q15120,PDK3_HUMAN,PDK3,406,Homo sapiens OX=9606,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial ",1:Experimental evidence at protein level,1,0.999,5,5,5,9,9,9,95404229,95404229,95404229,"10K(304.2071), 16K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,2172630.441,1742807.345,2021782.33,950597.3817,2432484.224,3427726.295,2539813.485,2763383.911,885977.8907,628267.5198,557502.2934,739673.1384,1070750.772,918641.3489,914297.4937,1014145.001
sp|Q15121|PEA15_HUMAN,Q15121,PEA15_HUMAN,PEA15,130,Homo sapiens OX=9606,Astrocytic phosphoprotein PEA-15 ,1:Experimental evidence at protein level,1,0.999,4,4,4,9,9,9,129948498,129948498,129948498,"11K(304.2071), 3C(57.0214), 3K(304.2071), 4K(304.2071), 7M(15.9949), N-term(304.2071)",,,572215.1702,435106.5254,616885.4211,354805.2281,707251.7005,871597.5923,713144.1957,807908.535,857187.6883,737890.1847,683310.8457,853677.4294,1231367.539,1088177.004,849281.4621,1052364.037
sp|Q15126|PMVK_HUMAN,Q15126,PMVK_HUMAN,PMVK,192,Homo sapiens OX=9606,Phosphomevalonate kinase ,1:Experimental evidence at protein level,1,0.999,13,13,13,23,23,23,103074518,103074518,103074518,"1K(304.2071), 3K(304.2071), 6C(57.0214), 8C(57.0214), 8K(304.2071), N-term(304.2071)",,,1585827.13,1140741.654,1425794.269,882986.0461,1625980.274,2254611.08,1975518.105,2000554.027,1935537.559,1445096.677,1365290.947,1841390.566,2085657.252,1760137.273,1731963.836,1914590.499
sp|Q15139|KPCD1_HUMAN,Q15139,KPCD1_HUMAN,PRKD1,912,Homo sapiens OX=9606,Serine/threonine-protein kinase D1 ,1:Experimental evidence at protein level,1,0.999,2,1,2,2,1,2,11393608,4532728,8353556,N-term(304.2071),,,75458.9828,66938.8864,75523.9731,43519.6841,92888.6116,105915.5841,90863.0124,86491.3029,51043.8541,41397.3348,44527.1039,56103.0507,76571.9785,65355.981,68697.0439,69940.5652
sp|Q15149|PLEC_HUMAN,Q15149,PLEC_HUMAN,PLEC,4684,Homo sapiens OX=9606,Plectin ,1:Experimental evidence at protein level,1,0.999,241,231,241,651,625,651,1660274656,1431012352,1660274656,"10C(57.0214), 10K(304.2071), 11K(304.2071), 12K(304.2071), 12M(15.9949), 13K(304.2071), 13M(15.9949), 14K(304.2071), 14M(15.9949), 15C(57.0214), 15K(304.2071), 16K(304.2071), 17K(304.2071), 17M(15.9949), 18K(304.2071), 19K(304.2071), 1C(57.0214), 1K(304.2071), 20K(304.2071), 20M(15.9949), 21K(304.2071), 22K(304.2071), 23K(304.2071), 27K(304.2071), 28K(304.2071), 2C(57.0214), 2K(304.2071), 2M(15.9949), 3C(57.0214), 3K(304.2071), 3M(15.9949), 4K(304.2071), 4M(15.9949), 5C(57.0214), 5K(304.2071), 5M(15.9949), 6C(57.0214), 6K(304.2071), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,46449835.68,30182392.31,39492428.62,29959459.78,44581542.62,61056765.53,51379611.74,56875792.27,118871309.2,98442246.49,88105626.28,106790698.8,115388606.7,99374558.33,88179132.65,115507092
sp|Q15154|PCM1_HUMAN,Q15154,PCM1_HUMAN,PCM1,2024,Homo sapiens OX=9606,Pericentriolar material 1 protein ,1:Experimental evidence at protein level,1,0.999,26,25,26,41,38,41,146993492,31950790,33684552,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14C(57.0214), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 19C(57.0214), 1K(304.2071), 2K(304.2071), 3C(57.0214), 5K(304.2071), 7C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1249671.878,992856.8312,1161332.075,784606.1913,1273418.943,1664534.881,1290110.305,1395856.917,2008353.721,1612757.815,1564918.42,1978801.714,2602484.394,2096340.731,2122903.039,2394110.019
sp|Q15170|TCAL1_HUMAN,Q15170,TCAL1_HUMAN,TCEAL1,159,Homo sapiens OX=9606,Transcription elongation factor A protein-like 1 ,1:Experimental evidence at protein level,1,0.999,3,3,3,12,12,12,32433610,24446910,32433610,"14C(57.0214), 18K(304.2071), 7K(304.2071), 7M(15.9949), N-term(304.2071)",,,748079.4105,619405.6957,671213.273,452733.1577,694691.2573,925219.6777,673051.538,808420.4881,745847.7835,615590.287,553348.7062,768364.815,953414.3789,792207.3191,744556.8242,859231.6728
sp|Q15172|2A5A_HUMAN,Q15172,2A5A_HUMAN,PPP2R5A,486,Homo sapiens OX=9606,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform ,1:Experimental evidence at protein level,1,0.999,6,6,6,11,11,11,39599740,24458459,24458459,"13K(304.2071), 15K(304.2071), 1K(304.2071), 8K(304.2071), N-term(304.2071)",,,871601.9438,748195.0405,767332.8431,510642.7085,920721.9044,1169917.013,951974.321,960180.9639,944853.7135,728192.1494,683322.8579,899465.0945,1151535,1001093.992,997251.7427,992215.7199
sp|Q15173|2A5B_HUMAN,Q15173,2A5B_HUMAN,PPP2R5B,497,Homo sapiens OX=9606,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform ,1:Experimental evidence at protein level,1,0.999,4,4,4,5,5,5,79565254,9096179,9096179,"13K(304.2071), 15K(304.2071), 9K(304.2071), N-term(304.2071)",,,126254.6121,97193.8484,109645.0186,86033.6643,130327.3777,165261.7476,147601.4906,145832.3251,172723.4506,142355.5572,130111.0986,167654.0169,207843.5527,182287.7801,175787.663,192002.7846
sp|Q15181|IPYR_HUMAN,Q15181,IPYR_HUMAN,PPA1,289,Homo sapiens OX=9606,Inorganic pyrophosphatase ,1:Experimental evidence at protein level,1,0.999,19,19,19,67,67,67,575128768,575128768,575128768,"10C(57.0214), 10K(304.2071), 11K(304.2071), 13K(304.2071), 14C(57.0214), 15K(304.2071), 16K(304.2071), 17K(304.2071), 19K(304.2071), 21K(304.2071), 21M(15.9949), 22K(304.2071), 28K(304.2071), 2K(304.2071), 4C(57.0214), 5K(304.2071), 5M(15.9949), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,3270240.927,2872507.293,3920158.644,2623730.307,3147677.036,4467532.905,3936860.778,4011284.807,3172016.299,2701328.497,2179391.765,3343134.089,4403859.672,3893435.773,3085492.741,3519555.416
sp|Q15185|TEBP_HUMAN,Q15185,TEBP_HUMAN,PTGES3,160,Homo sapiens OX=9606,Prostaglandin E synthase 3 ,1:Experimental evidence at protein level,1,0.999,7,7,7,21,21,21,249179136,249179136,249179136,"10C(57.0214), 12K(304.2071), 13K(304.2071), 17K(304.2071), 1K(304.2071), 4C(57.0214), 5C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,3321101.142,2642017.726,3298960.317,2087267.581,3989880.799,5370954.488,3394965.983,4698407.444,3771572.541,3287469.429,3270127.248,4543985.922,5024770.924,4372286.243,3862291.962,4561445.378
sp|Q15208|STK38_HUMAN,Q15208,STK38_HUMAN,STK38,465,Homo sapiens OX=9606,Serine/threonine-protein kinase 38 ,1:Experimental evidence at protein level,1,0.999,12,9,12,27,22,27,127317192,109393786,127317192,"10K(304.2071), 11K(304.2071), 14K(304.2071), 15M(15.9949), 18K(304.2071), 1K(304.2071), 2K(304.2071), 4M(15.9949), 7C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,1801390.299,1498193.684,1754259.921,1243239.245,2226007.559,2757698.249,2127392.802,2343906.899,3038976.084,2561945.636,2376000.445,3039638.78,4254094.722,3654886.838,3536550.551,4128892.965
sp|Q15233|NONO_HUMAN,Q15233,NONO_HUMAN,NONO,471,Homo sapiens OX=9606,Non-POU domain-containing octamer-binding protein ,1:Experimental evidence at protein level,1,0.999,23,21,23,138,134,138,1379948544,1133768544,1379948544,"10M(15.9949), 11K(304.2071), 12K(304.2071), 13M(15.9949), 15M(15.9949), 19K(304.2071), 1C(57.0214), 20M(15.9949), 21M(15.9949), 22M(15.9949), 2K(304.2071), 2M(15.9949), 32K(304.2071), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 8M(15.9949), N-term(304.2071)",,,10662763.59,8543245.847,9529062.104,6292771.28,10677471.88,15221051.62,12174121.15,12135902.71,16320219.96,13060222.37,12112994.86,15129781.88,17594589.78,15495223.31,15122069.26,17647897.73
sp|Q15257|PTPA_HUMAN,Q15257,PTPA_HUMAN,PTPA,358,Homo sapiens OX=9606,Serine/threonine-protein phosphatase 2A activator ,1:Experimental evidence at protein level,1,0.999,11,11,11,37,37,37,671879248,671879248,671879248,"10K(304.2071), 11K(304.2071), 1K(304.2071), 21K(304.2071), 22K(304.2071), 5C(57.0214), 8C(57.0214), 8M(15.9949), 9M(15.9949), N-term(304.2071)",,,5945968.402,4402721.226,5333211.164,3001295.81,7106136.742,9540382.131,7616622.57,8155981.472,5879795.979,4193476.02,4084581.126,5035262.472,6851534.307,5685742.96,5119074.1,5716196.871
sp|Q15262|PTPRK_HUMAN,Q15262,PTPRK_HUMAN,PTPRK,1439,Homo sapiens OX=9606,Receptor-type tyrosine-protein phosphatase kappa ,1:Experimental evidence at protein level,1,0.999,10,9,10,15,13,15,29534602,19272650,29534602,"10C(57.0214), 10K(304.2071), 1K(304.2071), 21K(304.2071), 3K(304.2071), 6C(57.0214), 6M(15.9949), N-term(304.2071)",,,312867.9025,250198.2619,275150.6276,218013.6798,319492.6807,434023.551,337102.7879,401205.8393,356153.3246,283931.1215,295414.4251,366909.7131,462191.1113,389162.7244,379735.4107,406925.5083
sp|Q15269|PWP2_HUMAN,Q15269,PWP2_HUMAN,PWP2,919,Homo sapiens OX=9606,Periodic tryptophan protein 2 homolog ,1:Experimental evidence at protein level,1,0.999,9,9,9,17,17,17,243901268,243901268,243901268,"10K(304.2071), 14K(304.2071), 3K(304.2071), 7K(304.2071), 8C(57.0214), 9K(304.2071), N-term(304.2071)",,,1321768.144,1057413.773,1303134.84,928635.631,1354642.474,1944404.186,1419546.832,1626326.076,2424353.322,2023788.164,1924762.656,2542066.262,2750327.83,2380271.781,2300141.291,2741429.181
sp|Q15274|NADC_HUMAN,Q15274,NADC_HUMAN,QPRT,297,Homo sapiens OX=9606,Nicotinate-nucleotide pyrophosphorylase [carboxylating] ,1:Experimental evidence at protein level,1,0.999,8,8,8,17,17,17,108603470,108603470,108603470,"10K(304.2071), 1C(57.0214), 1K(304.2071), 5C(57.0214), 7K(304.2071), 8M(15.9949), N-term(304.2071)",,,1567746.551,976725.7107,1558871.2,1366061.09,1431860.296,1866565.442,1669585.897,1500300.613,391425.2573,311712.2374,285113.4139,378757.2065,473319.8157,373696.9837,368480.2966,409337.8713
sp|Q15276|RABE1_HUMAN,Q15276,RABE1_HUMAN,RABEP1,862,Homo sapiens OX=9606,Rab GTPase-binding effector protein 1 ,1:Experimental evidence at protein level,1,0.999,20,20,20,29,29,29,51243867,51243867,51243867,"10K(304.2071), 10M(15.9949), 11K(304.2071), 12K(304.2071), 14C(57.0214), 14K(304.2071), 16K(304.2071), 1K(304.2071), 2K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1110032.659,952787.2923,1026676.622,698839.0362,1107386.965,1553361.3,1168528.442,1323302.248,1300946.252,930739.2801,831012.1919,1196373.401,1561831.94,1341421.468,1197749.555,1313304.957
